"region","indicator","Unit","Date","Value"
"Alabama","Pupil/Teacher Ratios in Public Elementary and Secondary Schools","Rate","2008","15.5938767828015"
"Alabama","Pupil/Teacher Ratios in Public Elementary and Secondary Schools","Rate","2009","15.7687399983155"
"Alabama","Pupil/Teacher Ratios in Public Elementary and Secondary Schools","Rate","2010","15.3059645193468"
"Alabama","Pupil/Teacher Ratios in Public Elementary and Secondary Schools","Rate","2011","15.6030875891898"
"Alabama","Pupil/Teacher Ratios in Public Elementary and Secondary Schools","Rate","2012","14.3538339178545"
"Alabama","Pupil/Teacher Ratios in Public Elementary and Secondary Schools","Rate","2013","15.8222221091363"
"Alabama","Pupil/Teacher Ratios in Public Elementary and Secondary Schools","Rate","2014","17.4127256632985"
"Alabama","Public High School Graduates","Number","1990","40485"
"Alabama","Public High School Graduates","Number","2000","37819"
"Alabama","Public High School Graduates","Number","2004","36464"
"Alabama","Public High School Graduates","Number","2005","37453"
"Alabama","Public High School Graduates","Number","2006","37918"
"Alabama","Public High School Graduates","Number","2007","38912"
"Alabama","Public High School Graduates","Number","2008","41346"
"Alabama","Public High School Graduates","Number","2009","42082"
"Alabama","Public High School Graduates","Number","2010","43166"
"Alabama","Public High School Graduates","Number","2011","46035"
"Alabama","Public High School Graduates","Number","2012","45394"
"Alabama","Public High School Graduates","Number","2013","44233"
"Alabama","Public High School Graduates","Number","2014","44540"
"Alabama","Public High School Graduates","Number","2015","45210"
"Alabama","Public High School Graduates","Number","2016","44450"
"Alabama","Current Expenditure per Pupil in Average Daily Attendance in Public Elementary and Secondary Schools","dollars","1990","3327.17580023193"
"Alabama","Current Expenditure per Pupil in Average Daily Attendance in Public Elementary and Secondary Schools","dollars","1991","3626.5627245"
"Alabama","Current Expenditure per Pupil in Average Daily Attendance in Public Elementary and Secondary Schools","dollars","1992","3616"
"Alabama","Current Expenditure per Pupil in Average Daily Attendance in Public Elementary and Secondary Schools","dollars","1993","3761.1254484"
"Alabama","Current Expenditure per Pupil in Average Daily Attendance in Public Elementary and Secondary Schools","dollars","1994","4036.5315191"
"Alabama","Current Expenditure per Pupil in Average Daily Attendance in Public Elementary and Secondary Schools","dollars","1995","4404.7738015"
"Alabama","Current Expenditure per Pupil in Average Daily Attendance in Public Elementary and Secondary Schools","dollars","1996","4716.16512"
"Alabama","Current Expenditure per Pupil in Average Daily Attendance in Public Elementary and Secondary Schools","dollars","1997","4903.2878858"
"Alabama","Current Expenditure per Pupil in Average Daily Attendance in Public Elementary and Secondary Schools","dollars","1998","5165.5577037"
"Alabama","Current Expenditure per Pupil in Average Daily Attendance in Public Elementary and Secondary Schools","dollars","1999","5511.6221525"
"Alabama","Current Expenditure per Pupil in Average Daily Attendance in Public Elementary and Secondary Schools","dollars","2000","5758.42862776678"
"Alabama","Current Expenditure per Pupil in Average Daily Attendance in Public Elementary and Secondary Schools","dollars","2001","6052.0062427"
"Alabama","Current Expenditure per Pupil in Average Daily Attendance in Public Elementary and Secondary Schools","dollars","2002","6327.2278826"
"Alabama","Current Expenditure per Pupil in Average Daily Attendance in Public Elementary and Secondary Schools","dollars","2003","6642.056951"
"Alabama","Current Expenditure per Pupil in Average Daily Attendance in Public Elementary and Secondary Schools","dollars","2004","6812.23858157594"
"Alabama","Current Expenditure per Pupil in Average Daily Attendance in Public Elementary and Secondary Schools","dollars","2005","7308.93468046443"
"Alabama","Current Expenditure per Pupil in Average Daily Attendance in Public Elementary and Secondary Schools","dollars","2006","7979.69764504751"
"Alabama","Current Expenditure per Pupil in Average Daily Attendance in Public Elementary and Secondary Schools","dollars","2007","8742.84426195083"
"Alabama","Current Expenditure per Pupil in Average Daily Attendance in Public Elementary and Secondary Schools","dollars","2008","9344.6439429893"
"Alabama","Current Expenditure per Pupil in Average Daily Attendance in Public Elementary and Secondary Schools","dollars","2009","9385.06093271495"
"Alabama","Current Expenditure per Pupil in Average Daily Attendance in Public Elementary and Secondary Schools","dollars","2010","9553.7672283904"
"Alabama","Current Expenditure per Pupil in Average Daily Attendance in Public Elementary and Secondary Schools","dollars","2011","9295.95664281434"
"Alabama","Current Expenditure per Pupil in Average Daily Attendance in Public Elementary and Secondary Schools","dollars","2012","8927.17289859408"
"Alabama","Current Expenditure per Pupil in Average Daily Attendance in Public Elementary and Secondary Schools","dollars","2013","9486.24113218727"
"Alabama","Current Expenditure per Pupil in Average Daily Attendance in Public Elementary and Secondary Schools","dollars","2014","9543.0990636402"
"Alaska","18- to 24-Year-Olds Who Were High School Completers","Percent","2000","76.927675886687"
"Alaska","18- to 24-Year-Olds Who Were High School Completers","Percent","2009","81.7165"
"Alaska","18- to 24-Year-Olds Who Were High School Completers","Percent","2011","79.8556"
"Alaska","18- to 24-Year-Olds Who Were High School Completers","Percent","2012","86.2533"
"Alaska","18- to 24-Year-Olds Who Were High School Completers","Percent","2013","83.1427"
"Alaska","18- to 24-Year-Olds Who Were High School Completers","Percent","2014","86.6015"
"Alaska","Population 25 Years Old and Over Who Have Bachelor's or Higher Degree","Percent","2000","24.7"
"Alaska","Population 25 Years Old and Over Who Have Bachelor's or Higher Degree","Percent","2009","27.5801"
"Alaska","Population 25 Years Old and Over Who Have Bachelor's or Higher Degree","Percent","2011","25.7626"
"Alaska","Population 25 Years Old and Over Who Have Bachelor's or Higher Degree","Percent","2012","28.8604"
"Alaska","Population 25 Years Old and Over Who Have Bachelor's or Higher Degree","Percent","2013","29.2121"
"Alaska","Population 25 Years Old and Over Who Have Bachelor's or Higher Degree","Percent","2014","18.7241"
"Alaska","Enrollment in Public Elementary and Secondary Schools","Number","1990","113903"
"Alaska","Enrollment in Public Elementary and Secondary Schools","Number","1995","127618"
"Alaska","Enrollment in Public Elementary and Secondary Schools","Number","2000","133356"
"Alaska","Enrollment in Public Elementary and Secondary Schools","Number","2001","134349"
"Alaska","Enrollment in Public Elementary and Secondary Schools","Number","2002","134364"
"Alaska","Enrollment in Public Elementary and Secondary Schools","Number","2003","133933"
"Alaska","Enrollment in Public Elementary and Secondary Schools","Number","2004","132970"
"Alaska","Enrollment in Public Elementary and Secondary Schools","Number","2005","133288"
"Alaska","Enrollment in Public Elementary and Secondary Schools","Number","2006","132608"
"Alaska","Enrollment in Public Elementary and Secondary Schools","Number","2007","131029"
"Alaska","Enrollment in Public Elementary and Secondary Schools","Number","2008","130662"
"Alaska","Enrollment in Public Elementary and Secondary Schools","Number","2009","131661"
"Alaska","Enrollment in Public Elementary and Secondary Schools","Number","2010","132104"
"Alaska","Enrollment in Public Elementary and Secondary Schools","Number","2011","131167"
"Alaska","Enrollment in Public Elementary and Secondary Schools","Number","2012","131489"
"Alaska","Enrollment in Public Elementary and Secondary Schools","Number","2013","130944"
"Alaska","Enrollment in Public Elementary and Secondary Schools","Number","2014","130900"
"Alaska","Enrollment in Public Elementary and Secondary Schools","Number","2015","131400"
"Alaska","Enrollment in Public Elementary and Secondary Schools","Number","2016","132100"
"Alaska","Average Daily Attendance in Public Elementary and Secondary Schools","Number","1990","98213"
"Alaska","Average Daily Attendance in Public Elementary and Secondary Schools","Number","2000","122412"
"Alaska","Average Daily Attendance in Public Elementary and Secondary Schools","Number","2001","123316"
"Alaska","Average Daily Attendance in Public Elementary and Secondary Schools","Number","2002","123145"
"Alaska","Average Daily Attendance in Public Elementary and Secondary Schools","Number","2003","122341"
"Alaska","Average Daily Attendance in Public Elementary and Secondary Schools","Number","2004","122341"
"Alaska","Average Daily Attendance in Public Elementary and Secondary Schools","Number","2005","121699"
"Alaska","Average Daily Attendance in Public Elementary and Secondary Schools","Number","2006","122010"
"Alaska","Average Daily Attendance in Public Elementary and Secondary Schools","Number","2007","120988"
"Alaska","Average Daily Attendance in Public Elementary and Secondary Schools","Number","2008","119882"
"Alaska","Average Daily Attendance in Public Elementary and Secondary Schools","Number","2009","119330"
"Alaska","Average Daily Attendance in Public Elementary and Secondary Schools","Number","2010","120118"
"Alaska","Average Daily Attendance in Public Elementary and Secondary Schools","Number","2011","119949"
"Alaska","Average Daily Attendance in Public Elementary and Secondary Schools","Number","2012","119799"
"Alaska","Average Daily Attendance in Public Elementary and Secondary Schools","Number","2013","119873"
"Alaska","Average Daily Attendance in Public Elementary and Secondary Schools","Number","2014","119381"
"Alaska","Public Elementary and Secondary Teachers","Number","2000","7880.4"
"Alaska","Public Elementary and Secondary Teachers","Number","2005","7912"
"Alaska","Public Elementary and Secondary Teachers","Number","2007","7613"
"Alaska","Public Elementary and Secondary Teachers","Number","2008","7927"
"Alaska","Public Elementary and Secondary Teachers","Number","2009","8083.1"
"Alaska","Public Elementary and Secondary Teachers","Number","2010","8170.64"
"Alaska","Public Elementary and Secondary Teachers","Number","2011","8087.87"
"Alaska","Public Elementary and Secondary Teachers","Number","2012","7682.18"
"Alaska","Public Elementary and Secondary Teachers","Number","2013","7898.26"
"Alaska","Public Elementary and Secondary Teachers","Number","2014","7759.08"
"Alaska","Pupil/Teacher Ratios in Public Elementary and Secondary Schools","Rate","2000","16.9224912440993"
"Alaska","Pupil/Teacher Ratios in Public Elementary and Secondary Schools","Rate","2005","16.84631"
"Alaska","Pupil/Teacher Ratios in Public Elementary and Secondary Schools","Rate","2006","16.77945"
"Alaska","Pupil/Teacher Ratios in Public Elementary and Secondary Schools","Rate","2007","17.21122"
"Alaska","Pupil/Teacher Ratios in Public Elementary and Secondary Schools","Rate","2008","16.4831588242715"
"Alaska","Pupil/Teacher Ratios in Public Elementary and Secondary Schools","Rate","2009","16.2884289443407"
"Alaska","Pupil/Teacher Ratios in Public Elementary and Secondary Schools","Rate","2010","16.1681337080082"
"Alaska","Pupil/Teacher Ratios in Public Elementary and Secondary Schools","Rate","2011","16.2177433613547"
"Alaska","Pupil/Teacher Ratios in Public Elementary and Secondary Schools","Rate","2012","17.1161050639272"
"Alaska","Pupil/Teacher Ratios in Public Elementary and Secondary Schools","Rate","2013","16.5788414157042"
"Alaska","Pupil/Teacher Ratios in Public Elementary and Secondary Schools","Rate","2014","16.9061280461086"
"Alaska","Public High School Graduates","Number","1990","5386"
"Alaska","Public High School Graduates","Number","2000","6615"
"Alaska","Public High School Graduates","Number","2004","7236"
"Alaska","Public High School Graduates","Number","2005","6909"
"Alaska","Public High School Graduates","Number","2006","7361"
"Alaska","Public High School Graduates","Number","2007","7666"
"Alaska","Public High School Graduates","Number","2008","7855"
"Alaska","Public High School Graduates","Number","2009","8008"
"Alaska","Public High School Graduates","Number","2010","8245"
"Alaska","Public High School Graduates","Number","2011","8064"
"Alaska","Public High School Graduates","Number","2012","7989"
"Alaska","Public High School Graduates","Number","2013","7860"
"Alaska","Public High School Graduates","Number","2014","7720"
"Alaska","Public High School Graduates","Number","2015","7450"
"Alaska","Public High School Graduates","Number","2016","7360"
"Alaska","Current Expenditure per Pupil in Average Daily Attendance in Public Elementary and Secondary Schools","dollars","1990","8431.17277753454"
"Alaska","Current Expenditure per Pupil in Average Daily Attendance in Public Elementary and Secondary Schools","dollars","1991","8329.6660525"
"Alaska","Current Expenditure per Pupil in Average Daily Attendance in Public Elementary and Secondary Schools","dollars","1992","8450"
"Alaska","Current Expenditure per Pupil in Average Daily Attendance in Public Elementary and Secondary Schools","dollars","1993","8734.5790409"
"Alaska","Current Expenditure per Pupil in Average Daily Attendance in Public Elementary and Secondary Schools","dollars","1994","8882.1098885"
"Alaska","Current Expenditure per Pupil in Average Daily Attendance in Public Elementary and Secondary Schools","dollars","1995","8963.1983947"
"Alaska","Current Expenditure per Pupil in Average Daily Attendance in Public Elementary and Secondary Schools","dollars","1996","9012.0723797"
"Alaska","Current Expenditure per Pupil in Average Daily Attendance in Public Elementary and Secondary Schools","dollars","1997","9097.3054896"
"Alaska","Current Expenditure per Pupil in Average Daily Attendance in Public Elementary and Secondary Schools","dollars","1998","9074.4901179"
"Alaska","Current Expenditure per Pupil in Average Daily Attendance in Public Elementary and Secondary Schools","dollars","1999","9208.8037317"
"Alaska","Current Expenditure per Pupil in Average Daily Attendance in Public Elementary and Secondary Schools","dollars","2000","9668.16119334706"
"Alaska","Current Expenditure per Pupil in Average Daily Attendance in Public Elementary and Secondary Schools","dollars","2001","9997.6865422"
"Alaska","Current Expenditure per Pupil in Average Daily Attendance in Public Elementary and Secondary Schools","dollars","2002","10419.202026"
"Alaska","Current Expenditure per Pupil in Average Daily Attendance in Public Elementary and Secondary Schools","dollars","2003","10769.631946"
"Alaska","Current Expenditure per Pupil in Average Daily Attendance in Public Elementary and Secondary Schools","dollars","2004","11074.3384883236"
"Alaska","Current Expenditure per Pupil in Average Daily Attendance in Public Elementary and Secondary Schools","dollars","2005","11851.1147749776"
"Alaska","Current Expenditure per Pupil in Average Daily Attendance in Public Elementary and Secondary Schools","dollars","2006","12537.0436931399"
"Alaska","Current Expenditure per Pupil in Average Daily Attendance in Public Elementary and Secondary Schools","dollars","2007","13508.0850828181"
"Alaska","Current Expenditure per Pupil in Average Daily Attendance in Public Elementary and Secondary Schools","dollars","2008","16002.1925226473"
"Alaska","Current Expenditure per Pupil in Average Daily Attendance in Public Elementary and Secondary Schools","dollars","2009","16821.5791334953"
"Alaska","Current Expenditure per Pupil in Average Daily Attendance in Public Elementary and Secondary Schools","dollars","2010","17349.7684859888"
"Alaska","Current Expenditure per Pupil in Average Daily Attendance in Public Elementary and Secondary Schools","dollars","2011","18351.7175216134"
"Alaska","Current Expenditure per Pupil in Average Daily Attendance in Public Elementary and Secondary Schools","dollars","2012","19133.7584537434"
"Alaska","Current Expenditure per Pupil in Average Daily Attendance in Public Elementary and Secondary Schools","dollars","2013","19982.4351605449"
"Alaska","Current Expenditure per Pupil in Average Daily Attendance in Public Elementary and Secondary Schools","dollars","2014","20254.4812909927"
"Arizona","18- to 24-Year-Olds Who Were High School Completers","Percent","2000","69.2453497529053"
"Arizona","18- to 24-Year-Olds Who Were High School Completers","Percent","2009","78.9996"
"Arizona","18- to 24-Year-Olds Who Were High School Completers","Percent","2011","81.119"
"Arizona","18- to 24-Year-Olds Who Were High School Completers","Percent","2012","81.909"
"Arizona","18- to 24-Year-Olds Who Were High School Completers","Percent","2013","81.7962"
"Arizona","18- to 24-Year-Olds Who Were High School Completers","Percent","2014","82.8981"
"Arizona","Population 25 Years Old and Over Who Have Bachelor's or Higher Degree","Percent","2000","23.5"
"Arizona","Population 25 Years Old and Over Who Have Bachelor's or Higher Degree","Percent","2009","26.0755"
"Arizona","Population 25 Years Old and Over Who Have Bachelor's or Higher Degree","Percent","2011","26.371"
"Arizona","Population 25 Years Old and Over Who Have Bachelor's or Higher Degree","Percent","2012","27.4674"
"Arizona","Population 25 Years Old and Over Who Have Bachelor's or Higher Degree","Percent","2013","27.4726"
"Arizona","Population 25 Years Old and Over Who Have Bachelor's or Higher Degree","Percent","2014","17.3256"
"Arizona","Enrollment in Public Elementary and Secondary Schools","Number","1990","639853"
"Arizona","Enrollment in Public Elementary and Secondary Schools","Number","1995","743566"
"Arizona","Enrollment in Public Elementary and Secondary Schools","Number","2000","877696"
"Arizona","Enrollment in Public Elementary and Secondary Schools","Number","2001","922180"
"Arizona","Enrollment in Public Elementary and Secondary Schools","Number","2002","937755"
"Arizona","Enrollment in Public Elementary and Secondary Schools","Number","2003","1012068"
"Arizona","Enrollment in Public Elementary and Secondary Schools","Number","2004","1043298"
"Arizona","Enrollment in Public Elementary and Secondary Schools","Number","2005","1094454"
"Arizona","Enrollment in Public Elementary and Secondary Schools","Number","2006","1068249"
"Arizona","Enrollment in Public Elementary and Secondary Schools","Number","2007","1087447"
"Arizona","Enrollment in Public Elementary and Secondary Schools","Number","2008","1087817"
"Arizona","Enrollment in Public Elementary and Secondary Schools","Number","2009","1077831"
"Arizona","Enrollment in Public Elementary and Secondary Schools","Number","2010","1071751"
"Arizona","Enrollment in Public Elementary and Secondary Schools","Number","2011","1080319"
"Arizona","Enrollment in Public Elementary and Secondary Schools","Number","2012","1089384"
"Arizona","Enrollment in Public Elementary and Secondary Schools","Number","2013","1102445"
"Arizona","Enrollment in Public Elementary and Secondary Schools","Number","2014","1108100"
"Arizona","Enrollment in Public Elementary and Secondary Schools","Number","2015","1116000"
"Arizona","Enrollment in Public Elementary and Secondary Schools","Number","2016","1123900"
"Arizona","Average Daily Attendance in Public Elementary and Secondary Schools","Number","1990","557252"
"Arizona","Average Daily Attendance in Public Elementary and Secondary Schools","Number","2000","782851"
"Arizona","Average Daily Attendance in Public Elementary and Secondary Schools","Number","2001","834036"
"Arizona","Average Daily Attendance in Public Elementary and Secondary Schools","Number","2002","868547"
"Arizona","Average Daily Attendance in Public Elementary and Secondary Schools","Number","2003","878891"
"Arizona","Average Daily Attendance in Public Elementary and Secondary Schools","Number","2004","878891"
"Arizona","Average Daily Attendance in Public Elementary and Secondary Schools","Number","2005","911640"
"Arizona","Average Daily Attendance in Public Elementary and Secondary Schools","Number","2006","933663"
"Arizona","Average Daily Attendance in Public Elementary and Secondary Schools","Number","2007","972404"
"Arizona","Average Daily Attendance in Public Elementary and Secondary Schools","Number","2008","973689"
"Arizona","Average Daily Attendance in Public Elementary and Secondary Schools","Number","2009","999386"
"Arizona","Average Daily Attendance in Public Elementary and Secondary Schools","Number","2010","968764"
"Arizona","Average Daily Attendance in Public Elementary and Secondary Schools","Number","2011","964683"
"Arizona","Average Daily Attendance in Public Elementary and Secondary Schools","Number","2012","969825"
"Arizona","Average Daily Attendance in Public Elementary and Secondary Schools","Number","2013","973369"
"Arizona","Average Daily Attendance in Public Elementary and Secondary Schools","Number","2014","987171"
"Arizona","Public Elementary and Secondary Teachers","Number","2000","44438.4"
"Arizona","Public Elementary and Secondary Teachers","Number","2005","51376"
"Arizona","Public Elementary and Secondary Teachers","Number","2007","54032"
"Arizona","Public Elementary and Secondary Teachers","Number","2008","54696"
"Arizona","Public Elementary and Secondary Teachers","Number","2009","51947.23"
"Arizona","Public Elementary and Secondary Teachers","Number","2010","50030.62"
"Arizona","Public Elementary and Secondary Teachers","Number","2011","50800.15"
"Arizona","Public Elementary and Secondary Teachers","Number","2012","48866.42"
"Arizona","Public Elementary and Secondary Teachers","Number","2013","48358.73"
"Arizona","Public Elementary and Secondary Teachers","Number","2014","48124.48"
"Arizona","Pupil/Teacher Ratios in Public Elementary and Secondary Schools","Rate","2000","19.7508461150716"
"Arizona","Pupil/Teacher Ratios in Public Elementary and Secondary Schools","Rate","2005","21.30283"
"Arizona","Pupil/Teacher Ratios in Public Elementary and Secondary Schools","Rate","2006","20.29927"
"Arizona","Pupil/Teacher Ratios in Public Elementary and Secondary Schools","Rate","2007","20.12598"
"Arizona","Pupil/Teacher Ratios in Public Elementary and Secondary Schools","Rate","2008","19.888419628492"
"Arizona","Pupil/Teacher Ratios in Public Elementary and Secondary Schools","Rate","2009","20.7485750443286"
"Arizona","Pupil/Teacher Ratios in Public Elementary and Secondary Schools","Rate","2010","21.4219012276882"
"Arizona","Pupil/Teacher Ratios in Public Elementary and Secondary Schools","Rate","2011","21.266059253762"
"Arizona","Pupil/Teacher Ratios in Public Elementary and Secondary Schools","Rate","2012","22.2931002516657"
"Arizona","Pupil/Teacher Ratios in Public Elementary and Secondary Schools","Rate","2013","22.7972281323352"
"Arizona","Pupil/Teacher Ratios in Public Elementary and Secondary Schools","Rate","2014","23.1004054485368"
"Arizona","Public High School Graduates","Number","1990","32103"
"Arizona","Public High School Graduates","Number","2000","38304"
"Arizona","Public High School Graduates","Number","2004","45508"
"Arizona","Public High School Graduates","Number","2005","59498"
"Arizona","Public High School Graduates","Number","2006","54091"
"Arizona","Public High School Graduates","Number","2007","55954"
"Arizona","Public High School Graduates","Number","2008","61667"
"Arizona","Public High School Graduates","Number","2009","62374"
"Arizona","Public High School Graduates","Number","2010","61145"
"Arizona","Public High School Graduates","Number","2011","64472"
"Arizona","Public High School Graduates","Number","2012","63208"
"Arizona","Public High School Graduates","Number","2013","62208"
"Arizona","Public High School Graduates","Number","2014","66710"
"Arizona","Public High School Graduates","Number","2015","65520"
"Arizona","Public High School Graduates","Number","2016","65740"
"Arizona","Current Expenditure per Pupil in Average Daily Attendance in Public Elementary and Secondary Schools","dollars","1990","4053.21161123693"
"Arizona","Current Expenditure per Pupil in Average Daily Attendance in Public Elementary and Secondary Schools","dollars","1991","4308.7958197"
"Arizona","Current Expenditure per Pupil in Average Daily Attendance in Public Elementary and Secondary Schools","dollars","1992","4381"
"Arizona","Current Expenditure per Pupil in Average Daily Attendance in Public Elementary and Secondary Schools","dollars","1993","4509.8162026"
"Arizona","Current Expenditure per Pupil in Average Daily Attendance in Public Elementary and Secondary Schools","dollars","1994","4610.5061462"
"Arizona","Current Expenditure per Pupil in Average Daily Attendance in Public Elementary and Secondary Schools","dollars","1995","4778.3259022"
"Arizona","Current Expenditure per Pupil in Average Daily Attendance in Public Elementary and Secondary Schools","dollars","1996","4860.1931142"
"Arizona","Current Expenditure per Pupil in Average Daily Attendance in Public Elementary and Secondary Schools","dollars","1997","4940.2926595"
"Arizona","Current Expenditure per Pupil in Average Daily Attendance in Public Elementary and Secondary Schools","dollars","1998","5122.4568282"
"Arizona","Current Expenditure per Pupil in Average Daily Attendance in Public Elementary and Secondary Schools","dollars","1999","5234.7027788"
"Arizona","Current Expenditure per Pupil in Average Daily Attendance in Public Elementary and Secondary Schools","dollars","2000","5478.35967253028"
"Arizona","Current Expenditure per Pupil in Average Daily Attendance in Public Elementary and Secondary Schools","dollars","2001","6031.5973903"
"Arizona","Current Expenditure per Pupil in Average Daily Attendance in Public Elementary and Secondary Schools","dollars","2002","6469.522083"
"Arizona","Current Expenditure per Pupil in Average Daily Attendance in Public Elementary and Secondary Schools","dollars","2003","6784.0047182"
"Arizona","Current Expenditure per Pupil in Average Daily Attendance in Public Elementary and Secondary Schools","dollars","2004","6908.4624282192"
"Arizona","Current Expenditure per Pupil in Average Daily Attendance in Public Elementary and Secondary Schools","dollars","2005","7217.71387718836"
"Arizona","Current Expenditure per Pupil in Average Daily Attendance in Public Elementary and Secondary Schools","dollars","2006","7636.95396625977"
"Arizona","Current Expenditure per Pupil in Average Daily Attendance in Public Elementary and Secondary Schools","dollars","2007","8037.5237894949"
"Arizona","Current Expenditure per Pupil in Average Daily Attendance in Public Elementary and Secondary Schools","dollars","2008","8630.29223294091"
"Arizona","Current Expenditure per Pupil in Average Daily Attendance in Public Elementary and Secondary Schools","dollars","2009","8732.11693279674"
"Arizona","Current Expenditure per Pupil in Average Daily Attendance in Public Elementary and Secondary Schools","dollars","2010","8756.05664640718"
"Arizona","Current Expenditure per Pupil in Average Daily Attendance in Public Elementary and Secondary Schools","dollars","2011","8645.54548074341"
"Arizona","Current Expenditure per Pupil in Average Daily Attendance in Public Elementary and Secondary Schools","dollars","2012","8224.25543680561"
"Arizona","Current Expenditure per Pupil in Average Daily Attendance in Public Elementary and Secondary Schools","dollars","2013","8387.90739688649"
"Arizona","Current Expenditure per Pupil in Average Daily Attendance in Public Elementary and Secondary Schools","dollars","2014","8327.37075947328"
