"region","indicator","Unit","Date","Value"
"New Jersey","Elementary and Secondary Education Expenditures As a Percent of Total Expenditures","%","2008","24.2"
"New Jersey","Elementary and Secondary Education Expenditures As a Percent of Total Expenditures","%","2009","24.1"
"New Jersey","Elementary and Secondary Education Expenditures As a Percent of Total Expenditures","%","2010","24.1"
"New Jersey","Elementary and Secondary Education Expenditures As a Percent of Total Expenditures","%","2011","24.4"
"New Jersey","Elementary and Secondary Education Expenditures As a Percent of Total Expenditures","%","2012","24.7"
"New Jersey","Elementary and Secondary Education Expenditures As a Percent of Total Expenditures","%","2013","24.9"
"New Jersey","Elementary and Secondary Education Expenditures As a Percent of Total Expenditures","%","2014","23.5"
"New Jersey","Elementary and Secondary Education Expenditures As a Percent of Total Expenditures","%","2015","22.9"
"New Jersey","Elementary and Secondary Education Expenditures As a Percent of Total Expenditures","%","2016","24.3"
"New York","Elementary and Secondary Education Expenditures As a Percent of Total Expenditures","%","1998","18.6"
"New York","Elementary and Secondary Education Expenditures As a Percent of Total Expenditures","%","1999","19.3"
"New York","Elementary and Secondary Education Expenditures As a Percent of Total Expenditures","%","2000","20.8"
"New York","Elementary and Secondary Education Expenditures As a Percent of Total Expenditures","%","2001","20.5"
"New York","Elementary and Secondary Education Expenditures As a Percent of Total Expenditures","%","2002","20.3"
"New York","Elementary and Secondary Education Expenditures As a Percent of Total Expenditures","%","2003","20.3"
"New York","Elementary and Secondary Education Expenditures As a Percent of Total Expenditures","%","2004","19.3"
"New York","Elementary and Secondary Education Expenditures As a Percent of Total Expenditures","%","2005","19.7"
"New York","Elementary and Secondary Education Expenditures As a Percent of Total Expenditures","%","2006","20.2"
"New York","Elementary and Secondary Education Expenditures As a Percent of Total Expenditures","%","2007","20.1"
"New York","Elementary and Secondary Education Expenditures As a Percent of Total Expenditures","%","2008","20.9"
"New York","Elementary and Secondary Education Expenditures As a Percent of Total Expenditures","%","2009","21.5"
"New York","Elementary and Secondary Education Expenditures As a Percent of Total Expenditures","%","2010","20.4"
"New York","Elementary and Secondary Education Expenditures As a Percent of Total Expenditures","%","2011","20.7"
"New York","Elementary and Secondary Education Expenditures As a Percent of Total Expenditures","%","2012","19.8"
"New York","Elementary and Secondary Education Expenditures As a Percent of Total Expenditures","%","2013","19.3"
"New York","Elementary and Secondary Education Expenditures As a Percent of Total Expenditures","%","2014","19.3"
"New York","Elementary and Secondary Education Expenditures As a Percent of Total Expenditures","%","2015","19"
"New York","Elementary and Secondary Education Expenditures As a Percent of Total Expenditures","%","2016","19.6"
"Pennsylvania","Elementary and Secondary Education Expenditures As a Percent of Total Expenditures","%","1998","20"
"Pennsylvania","Elementary and Secondary Education Expenditures As a Percent of Total Expenditures","%","1999","19.1"
"Pennsylvania","Elementary and Secondary Education Expenditures As a Percent of Total Expenditures","%","2000","18.9"
"Pennsylvania","Elementary and Secondary Education Expenditures As a Percent of Total Expenditures","%","2001","18.8"
"Pennsylvania","Elementary and Secondary Education Expenditures As a Percent of Total Expenditures","%","2002","18.4"
"Pennsylvania","Elementary and Secondary Education Expenditures As a Percent of Total Expenditures","%","2003","18.1"
"Pennsylvania","Elementary and Secondary Education Expenditures As a Percent of Total Expenditures","%","2004","18.7"
"Pennsylvania","Elementary and Secondary Education Expenditures As a Percent of Total Expenditures","%","2005","18.7"
"Pennsylvania","Elementary and Secondary Education Expenditures As a Percent of Total Expenditures","%","2006","18.6"
"Pennsylvania","Elementary and Secondary Education Expenditures As a Percent of Total Expenditures","%","2007","18.9"
"Pennsylvania","Elementary and Secondary Education Expenditures As a Percent of Total Expenditures","%","2008","19.4"
"Pennsylvania","Elementary and Secondary Education Expenditures As a Percent of Total Expenditures","%","2009","19.7"
"Pennsylvania","Elementary and Secondary Education Expenditures As a Percent of Total Expenditures","%","2010","19.8"
"Pennsylvania","Elementary and Secondary Education Expenditures As a Percent of Total Expenditures","%","2011","19.5"
"Pennsylvania","Elementary and Secondary Education Expenditures As a Percent of Total Expenditures","%","2012","14.5"
"Pennsylvania","Elementary and Secondary Education Expenditures As a Percent of Total Expenditures","%","2013","18.4"
"Pennsylvania","Elementary and Secondary Education Expenditures As a Percent of Total Expenditures","%","2014","18.9"
"Pennsylvania","Elementary and Secondary Education Expenditures As a Percent of Total Expenditures","%","2015","18.6"
"Pennsylvania","Elementary and Secondary Education Expenditures As a Percent of Total Expenditures","%","2016","18.1"
"Illinois","Elementary and Secondary Education Expenditures As a Percent of Total Expenditures","%","1998","19.9"
"Illinois","Elementary and Secondary Education Expenditures As a Percent of Total Expenditures","%","1999","20.8"
"Illinois","Elementary and Secondary Education Expenditures As a Percent of Total Expenditures","%","2000","20.9"
"Illinois","Elementary and Secondary Education Expenditures As a Percent of Total Expenditures","%","2001","19.7"
"Illinois","Elementary and Secondary Education Expenditures As a Percent of Total Expenditures","%","2002","20.2"
"Illinois","Elementary and Secondary Education Expenditures As a Percent of Total Expenditures","%","2003","22.3"
"Illinois","Elementary and Secondary Education Expenditures As a Percent of Total Expenditures","%","2004","16.9"
"Illinois","Elementary and Secondary Education Expenditures As a Percent of Total Expenditures","%","2005","21.4"
"Illinois","Elementary and Secondary Education Expenditures As a Percent of Total Expenditures","%","2006","20.5"
"Illinois","Elementary and Secondary Education Expenditures As a Percent of Total Expenditures","%","2007","20.1"
"Illinois","Elementary and Secondary Education Expenditures As a Percent of Total Expenditures","%","2008","22.9"
"Illinois","Elementary and Secondary Education Expenditures As a Percent of Total Expenditures","%","2009","23.9"
"Illinois","Elementary and Secondary Education Expenditures As a Percent of Total Expenditures","%","2010","20"
"Illinois","Elementary and Secondary Education Expenditures As a Percent of Total Expenditures","%","2011","18.9"
"Illinois","Elementary and Secondary Education Expenditures As a Percent of Total Expenditures","%","2012","14.7"
"Illinois","Elementary and Secondary Education Expenditures As a Percent of Total Expenditures","%","2013","15"
"Illinois","Elementary and Secondary Education Expenditures As a Percent of Total Expenditures","%","2014","14.6"
"Illinois","Elementary and Secondary Education Expenditures As a Percent of Total Expenditures","%","2015","13.7"
"Illinois","Elementary and Secondary Education Expenditures As a Percent of Total Expenditures","%","2016","17.2"
"Indiana","Elementary and Secondary Education Expenditures As a Percent of Total Expenditures","%","1998","25.6"
"Indiana","Elementary and Secondary Education Expenditures As a Percent of Total Expenditures","%","1999","27.5"
"Indiana","Elementary and Secondary Education Expenditures As a Percent of Total Expenditures","%","2000","26.2"
"Indiana","Elementary and Secondary Education Expenditures As a Percent of Total Expenditures","%","2001","26.1"
"Indiana","Elementary and Secondary Education Expenditures As a Percent of Total Expenditures","%","2002","24.2"
"Indiana","Elementary and Secondary Education Expenditures As a Percent of Total Expenditures","%","2003","24.8"
"Indiana","Elementary and Secondary Education Expenditures As a Percent of Total Expenditures","%","2004","19.7"
"Indiana","Elementary and Secondary Education Expenditures As a Percent of Total Expenditures","%","2005","20.6"
"Indiana","Elementary and Secondary Education Expenditures As a Percent of Total Expenditures","%","2006","24.8"
"Indiana","Elementary and Secondary Education Expenditures As a Percent of Total Expenditures","%","2007","24"
"Indiana","Elementary and Secondary Education Expenditures As a Percent of Total Expenditures","%","2008","23.5"
"Indiana","Elementary and Secondary Education Expenditures As a Percent of Total Expenditures","%","2009","28.1"
"Indiana","Elementary and Secondary Education Expenditures As a Percent of Total Expenditures","%","2010","32.4"
"Indiana","Elementary and Secondary Education Expenditures As a Percent of Total Expenditures","%","2011","32.2"
"Indiana","Elementary and Secondary Education Expenditures As a Percent of Total Expenditures","%","2012","33"
"Indiana","Elementary and Secondary Education Expenditures As a Percent of Total Expenditures","%","2013","30.8"
"Indiana","Elementary and Secondary Education Expenditures As a Percent of Total Expenditures","%","2014","32"
"Indiana","Elementary and Secondary Education Expenditures As a Percent of Total Expenditures","%","2015","30"
"Indiana","Elementary and Secondary Education Expenditures As a Percent of Total Expenditures","%","2016","28.9"
"Michigan","Elementary and Secondary Education Expenditures As a Percent of Total Expenditures","%","1998","31.4"
"Michigan","Elementary and Secondary Education Expenditures As a Percent of Total Expenditures","%","1999","31.5"
"Michigan","Elementary and Secondary Education Expenditures As a Percent of Total Expenditures","%","2000","31.3"
"Michigan","Elementary and Secondary Education Expenditures As a Percent of Total Expenditures","%","2001","32.2"
"Michigan","Elementary and Secondary Education Expenditures As a Percent of Total Expenditures","%","2002","31"
"Michigan","Elementary and Secondary Education Expenditures As a Percent of Total Expenditures","%","2003","31.5"
"Michigan","Elementary and Secondary Education Expenditures As a Percent of Total Expenditures","%","2004","31.3"
"Michigan","Elementary and Secondary Education Expenditures As a Percent of Total Expenditures","%","2005","30.8"
"Michigan","Elementary and Secondary Education Expenditures As a Percent of Total Expenditures","%","2006","30.7"
"Michigan","Elementary and Secondary Education Expenditures As a Percent of Total Expenditures","%","2007","30.8"
"Michigan","Elementary and Secondary Education Expenditures As a Percent of Total Expenditures","%","2008","29.5"
"Michigan","Elementary and Secondary Education Expenditures As a Percent of Total Expenditures","%","2009","28.9"
"Michigan","Elementary and Secondary Education Expenditures As a Percent of Total Expenditures","%","2010","27.6"
"Michigan","Elementary and Secondary Education Expenditures As a Percent of Total Expenditures","%","2011","27.6"
"Michigan","Elementary and Secondary Education Expenditures As a Percent of Total Expenditures","%","2012","26.2"
"Michigan","Elementary and Secondary Education Expenditures As a Percent of Total Expenditures","%","2013","27.2"
"Michigan","Elementary and Secondary Education Expenditures As a Percent of Total Expenditures","%","2014","26.5"
"Michigan","Elementary and Secondary Education Expenditures As a Percent of Total Expenditures","%","2015","25.2"
"Michigan","Elementary and Secondary Education Expenditures As a Percent of Total Expenditures","%","2016","25.2"
"Ohio","Elementary and Secondary Education Expenditures As a Percent of Total Expenditures","%","1998","17.3"
"Ohio","Elementary and Secondary Education Expenditures As a Percent of Total Expenditures","%","1999","18.4"
"Ohio","Elementary and Secondary Education Expenditures As a Percent of Total Expenditures","%","2000","18.2"
"Ohio","Elementary and Secondary Education Expenditures As a Percent of Total Expenditures","%","2001","18.8"
"Ohio","Elementary and Secondary Education Expenditures As a Percent of Total Expenditures","%","2002","19.1"
"Ohio","Elementary and Secondary Education Expenditures As a Percent of Total Expenditures","%","2003","19"
"Ohio","Elementary and Secondary Education Expenditures As a Percent of Total Expenditures","%","2004","19.4"
"Ohio","Elementary and Secondary Education Expenditures As a Percent of Total Expenditures","%","2005","19"
"Ohio","Elementary and Secondary Education Expenditures As a Percent of Total Expenditures","%","2006","18.9"
"Ohio","Elementary and Secondary Education Expenditures As a Percent of Total Expenditures","%","2007","21.3"
"Ohio","Elementary and Secondary Education Expenditures As a Percent of Total Expenditures","%","2008","19.2"
"Ohio","Elementary and Secondary Education Expenditures As a Percent of Total Expenditures","%","2009","21.7"
"Ohio","Elementary and Secondary Education Expenditures As a Percent of Total Expenditures","%","2010","20.2"
"Ohio","Elementary and Secondary Education Expenditures As a Percent of Total Expenditures","%","2011","17.7"
"Ohio","Elementary and Secondary Education Expenditures As a Percent of Total Expenditures","%","2012","17.4"
"Ohio","Elementary and Secondary Education Expenditures As a Percent of Total Expenditures","%","2013","17"
"Ohio","Elementary and Secondary Education Expenditures As a Percent of Total Expenditures","%","2014","16.8"
"Ohio","Elementary and Secondary Education Expenditures As a Percent of Total Expenditures","%","2015","16.8"
"Ohio","Elementary and Secondary Education Expenditures As a Percent of Total Expenditures","%","2016","16.7"
"Wisconsin","Elementary and Secondary Education Expenditures As a Percent of Total Expenditures","%","1998","22.4"
"Wisconsin","Elementary and Secondary Education Expenditures As a Percent of Total Expenditures","%","1999","21.2"
"Wisconsin","Elementary and Secondary Education Expenditures As a Percent of Total Expenditures","%","2000","19.5"
"Wisconsin","Elementary and Secondary Education Expenditures As a Percent of Total Expenditures","%","2001","19.1"
"Wisconsin","Elementary and Secondary Education Expenditures As a Percent of Total Expenditures","%","2002","17.9"
"Wisconsin","Elementary and Secondary Education Expenditures As a Percent of Total Expenditures","%","2003","18.3"
"Wisconsin","Elementary and Secondary Education Expenditures As a Percent of Total Expenditures","%","2004","18.1"
"Wisconsin","Elementary and Secondary Education Expenditures As a Percent of Total Expenditures","%","2005","18.9"
"Wisconsin","Elementary and Secondary Education Expenditures As a Percent of Total Expenditures","%","2006","19.1"
"Wisconsin","Elementary and Secondary Education Expenditures As a Percent of Total Expenditures","%","2007","19.1"
"Wisconsin","Elementary and Secondary Education Expenditures As a Percent of Total Expenditures","%","2008","19.1"
"Wisconsin","Elementary and Secondary Education Expenditures As a Percent of Total Expenditures","%","2009","18.6"
"Wisconsin","Elementary and Secondary Education Expenditures As a Percent of Total Expenditures","%","2010","18.1"
"Wisconsin","Elementary and Secondary Education Expenditures As a Percent of Total Expenditures","%","2011","17.3"
"Wisconsin","Elementary and Secondary Education Expenditures As a Percent of Total Expenditures","%","2012","16.7"
